date,numeric0,numeric1,categorical0,time,target
1976-08-06,1050,6,b,19:51:39,0
1991-01-14,6822,,b,18:24:04,0
2019-08-05,2318,1,a,20:58:00,1
1980-01-03,1501,,a,06:39:24,0
2006-01-03,7194,6,c,13:31:46,0
1973-07-20,7725,,b,11:50:17,0
2010-12-11,8471,4,b,21:11:35,0
1986-08-31,734,,a,17:41:34,0
1990-09-03,478,1,a,01:41:19,1
2006-10-24,8002,6,b,20:21:18,0
1979-06-28,3973,0,a,19:21:21,0
2013-08-28,1739,3,c,11:52:19,0
1999-12-16,2990,1,c,13:35:16,0
2002-08-27,3269,0,a,23:37:14,0
1999-04-04,4540,6,a,13:53:59,0
1973-11-18,2936,,a,08:59:55,0
1977-01-06,9997,,c,08:47:59,0
1988-08-11,7105,5,b,07:12:01,0
2007-01-26,1127,,a,10:05:19,0
1972-06-19,4309,4,a,18:42:11,0
1986-05-27,1592,0,a,00:53:29,0
1997-07-08,9330,3,b,02:12:27,0
2018-04-30,4652,9,c,23:56:59,0
2019-08-07,7810,,c,16:47:19,0
2006-12-24,8463,,c,07:04:11,0
1994-06-06,3616,6,c,02:35:26,0
1988-10-26,4990,,c,05:05:21,0
2005-10-20,8023,,b,19:39:39,0
1997-12-21,6644,6,c,04:05:28,0
2010-02-05,7206,4,c,20:14:56,0
2011-11-29,9233,9,a,08:40:24,0
1988-12-25,4413,3,c,13:35:11,0
1985-09-15,8530,3,c,09:34:24,0
1985-05-16,7161,4,a,14:29:04,0
2001-07-10,4906,,c,09:45:54,0
2015-11-17,2632,9,c,13:29:38,0
1985-09-15,5720,5,a,23:04:27,0
2013-05-10,3884,,c,10:01:31,0
2000-06-27,9460,8,c,23:32:14,0
2017-05-08,5113,7,b,17:52:40,0
2014-11-05,8222,8,b,01:46:42,0
1970-03-13,6465,,c,04:55:34,0
1999-10-26,8756,3,c,10:01:00,0
1998-11-24,4930,2,c,10:19:48,0
1979-04-04,1748,,b,07:35:57,0
2019-03-04,9042,,b,19:49:23,0
2009-06-21,8189,7,a,16:53:26,0
2017-12-23,4823,5,a,13:39:57,0
2000-03-08,3976,,a,16:03:47,0
1978-01-05,7841,6,b,03:54:16,0
2003-02-10,919,,c,23:14:27,0
1977-04-18,6967,,a,00:10:19,0
2000-11-16,6630,,b,18:38:57,0
2013-08-13,6107,6,a,11:53:49,1
2003-10-07,6873,,b,14:08:14,0
1976-08-21,2719,9,a,20:48:34,0
1977-04-03,827,9,b,00:33:46,0
2001-09-07,8731,2,c,22:58:32,0
1982-06-16,4686,4,b,17:45:34,0
1973-01-29,5039,,a,00:40:35,0
1979-07-10,5656,7,a,14:49:05,0
1974-06-02,5651,,a,06:15:25,0
1985-02-13,4179,,a,04:39:04,1
1972-09-15,6492,7,b,13:13:26,0
2004-01-08,6469,1,c,05:23:13,0
1989-05-13,3170,,b,19:00:51,0
1974-06-13,6246,,b,11:14:45,0
2017-09-08,8649,6,c,02:07:09,0
1995-01-16,6522,,a,20:36:31,0
1986-07-08,5527,9,b,01:44:05,0
1991-01-09,3281,1,c,10:43:25,0
2011-09-24,4622,,a,08:54:03,1
2007-01-11,1293,5,a,09:46:33,0
1977-08-01,3260,2,c,15:00:28,0
1987-01-01,8722,4,a,16:20:21,1
1995-10-27,9347,,a,09:59:25,0
1996-10-22,5879,1,c,10:11:24,0
1990-05-20,9978,,c,01:05:22,0
1997-05-29,3040,3,b,17:21:20,0
1980-07-29,2610,5,b,04:14:53,0
1981-03-26,6195,8,a,00:38:47,0
1976-09-02,8781,7,a,12:45:34,0
1991-10-10,7098,8,b,13:42:07,0
2009-11-22,7743,7,b,20:54:10,0
1973-07-02,3409,9,a,10:38:37,0
1976-04-22,9476,6,b,06:26:07,0
2013-05-17,7802,1,a,07:43:13,0
1979-04-01,8244,1,a,01:48:35,0
1994-09-08,8736,,a,06:17:41,1
2007-12-21,3756,,c,11:20:24,0
2004-05-10,1853,6,a,00:44:25,0
1988-04-11,2125,,b,05:28:31,0
1996-01-14,8288,,c,17:01:27,0
1979-09-02,2716,6,a,13:23:42,0
1974-06-16,8012,,b,01:27:37,0
1972-12-19,8755,4,a,03:02:11,1
1986-06-05,3210,,b,03:34:21,0
1987-03-10,6900,6,b,12:34:53,0
1972-05-15,2558,,a,09:15:50,0
1981-09-13,579,,c,07:22:22,0
2006-01-02,4213,,c,00:53:47,0
1996-10-23,4554,6,c,12:34:18,0
2018-06-15,6735,5,a,21:43:35,0
2014-02-05,3517,1,a,02:39:47,0
1990-11-05,2501,4,b,15:17:38,0
1974-10-12,8233,9,b,15:24:42,0
1995-09-20,313,,b,07:03:27,0
2011-05-13,8328,0,b,05:08:01,0
1974-06-16,8837,9,c,08:38:47,0
2007-01-10,3625,,b,06:51:08,0
2009-09-30,9813,0,a,19:58:46,0
1993-02-04,2916,,c,09:22:57,0
2001-04-05,2103,7,c,02:48:12,0
1983-11-18,1381,3,c,21:17:07,0
1975-07-13,3090,,c,12:14:57,0
2010-04-09,3245,,b,07:30:41,0
1996-04-01,1482,5,a,07:37:02,0
1995-05-24,8544,9,c,09:59:42,0
2003-07-10,5751,,b,13:20:08,0
1984-05-16,1543,3,a,18:29:59,1
2008-11-04,5268,,b,08:37:11,0
1970-10-13,2656,1,b,22:01:16,0
2005-08-06,1845,,c,01:55:51,0
1991-05-06,3829,9,c,06:37:38,0
1990-10-25,760,1,a,06:49:08,0
1997-08-09,395,8,c,06:47:45,0
2017-07-21,3262,1,c,16:11:27,0
2015-11-03,8216,0,c,23:45:57,0
1974-05-06,8949,1,c,22:25:14,0
1989-05-20,8572,2,b,08:17:12,0
1987-11-21,9809,,a,09:12:32,0
1977-11-12,9388,,a,05:12:13,0
1983-01-26,228,9,a,22:53:50,1
2008-05-02,9158,1,a,15:56:22,0
2009-04-13,4288,,a,06:44:02,0
1970-12-04,4837,0,c,22:51:56,0
2008-04-04,3334,8,b,12:21:10,0
1983-01-19,983,0,b,23:39:36,0
2001-04-11,7578,6,b,18:37:23,0
2005-04-17,7960,,a,04:01:38,0
2016-10-19,8926,,a,05:28:52,1
1975-05-23,3857,,b,21:32:37,0
1989-10-06,1625,,a,19:19:37,0
1984-11-29,316,3,c,11:35:48,1
1998-03-01,3977,3,c,09:25:38,0
1990-05-16,7282,0,a,21:09:24,0
2000-11-16,1291,1,b,14:05:02,0
1999-07-09,9356,,a,19:57:03,1
1997-01-12,1085,,c,13:54:39,0
1973-08-26,1637,1,c,06:34:54,0
2006-08-18,724,,a,22:23:01,1
2017-12-19,8157,9,c,21:20:38,0
1989-12-02,7236,3,b,14:26:03,0
1983-12-26,1868,2,c,06:05:51,0
2009-04-07,3254,4,c,22:04:44,0
2008-04-29,5792,,a,19:45:21,0
1997-06-17,6241,0,a,07:02:00,0
2007-01-23,3896,,a,04:18:11,1
2011-02-15,694,,c,17:01:21,1
2001-11-01,9713,,b,03:44:19,0
1976-01-25,5384,2,a,21:49:59,0
2007-10-27,401,5,a,22:24:56,1
1980-01-23,1482,,c,07:01:29,0
1995-01-03,3699,2,c,02:03:35,0
2005-05-09,7152,3,c,14:59:01,0
2004-11-26,6162,,c,20:02:03,0
1972-03-06,428,4,a,00:00:51,1
1999-02-24,6158,,a,04:19:15,0
2014-11-25,8692,,b,02:39:58,0
1977-09-09,1847,2,b,22:15:54,0
1994-06-17,6914,0,c,14:17:07,0
2006-07-15,7925,1,c,14:16:03,0
1978-06-14,9297,,a,01:00:04,0
2016-04-19,7413,0,b,15:27:57,0
1984-07-22,7452,7,c,19:47:04,0
1970-07-27,693,,a,11:33:07,1
1994-11-14,1002,,c,16:57:30,0
1994-11-25,3113,6,c,21:14:50,0
2016-04-07,6596,,b,20:47:21,0
1976-06-11,8471,,c,13:54:52,0
2011-09-03,8836,,b,01:06:29,0
2010-03-14,6362,4,b,17:19:57,0
2015-04-21,2871,4,b,21:48:15,0
1982-02-11,5632,5,b,07:04:26,0
1988-12-26,1806,,c,22:46:05,0
1977-04-16,1757,4,b,11:55:38,0
1981-11-26,5189,1,a,20:20:32,0
1981-09-10,4393,1,b,22:41:11,0
1994-11-08,5243,4,a,09:13:55,1
1974-02-04,8212,,a,12:58:52,0
1975-06-04,2285,,b,11:38:06,0
2007-01-21,4862,,b,13:24:06,0
1996-03-06,2824,0,b,01:55:01,0
2013-06-24,4045,4,c,18:23:13,0
1972-01-05,271,,c,20:48:16,0
1981-07-07,7803,,b,14:35:18,0
1994-12-30,5913,0,c,16:37:28,0
1997-02-04,7971,,c,21:28:53,0
2015-04-09,9253,,b,05:33:45,0
1973-02-17,684,,a,10:13:51,1
2010-11-11,9554,,c,17:08:33,0
2012-04-22,7051,,b,21:09:36,0
1976-06-27,6158,7,b,05:14:05,0
1984-09-12,1015,,a,21:19:24,0
1992-02-21,475,0,b,23:55:10,1
2014-12-17,9440,,a,14:12:21,0
1988-10-28,747,8,b,16:24:42,0
1986-07-15,2134,9,c,14:21:58,0
1977-07-15,3262,6,a,15:38:23,0
1977-04-28,3812,4,a,02:51:18,1
1991-12-01,3356,,c,18:20:05,0
2016-07-30,1072,3,a,07:24:11,0
2014-08-08,3248,,b,07:14:15,0
1994-12-24,6856,,a,12:30:39,0
2016-01-18,6851,0,c,11:46:44,0
1978-02-16,8288,6,a,11:09:18,1
2005-08-04,6894,2,b,23:53:28,0
2011-05-23,7439,2,a,08:40:57,1
1980-08-21,786,9,a,15:30:00,1
1999-04-20,8545,,b,10:40:14,0
2007-06-27,422,5,a,16:49:05,1
1974-01-24,4889,9,a,15:04:02,1
1988-10-31,5258,,c,05:53:41,0
1984-01-02,3415,1,a,12:45:24,0
1975-07-29,3859,5,a,01:43:33,0
1986-04-03,3490,9,b,03:38:01,0
1989-08-25,300,,a,20:36:50,0
1971-06-02,7972,,a,15:27:17,0
1973-01-31,9043,8,a,19:08:16,1
1990-01-11,180,7,a,12:14:50,1
1996-12-11,1411,6,c,03:20:59,0
1972-02-20,1225,3,b,16:09:33,0
2003-08-20,8212,9,b,01:55:43,0
1984-04-22,584,,c,22:42:26,0
2005-06-30,9392,,a,10:52:13,0
1977-04-30,1074,2,b,06:52:20,0
1998-08-09,700,4,b,13:04:25,0
1977-12-19,5359,,a,05:52:08,0
2010-10-13,3531,,a,12:05:15,1
2001-08-11,7245,,b,21:25:16,0
1981-06-30,6169,,a,10:55:43,0
1987-05-24,2828,3,a,14:08:09,0
1984-06-09,6661,6,b,01:22:22,0
2018-01-01,7178,7,a,14:59:02,0
1978-04-25,4708,,b,04:16:28,0
1979-08-14,2767,,a,09:34:09,0
1971-03-22,9702,6,b,06:50:30,0
2006-10-15,6614,,c,20:28:49,0
1974-07-24,5260,,b,04:58:17,0
1973-04-05,5661,0,a,12:11:09,0
1972-10-04,2494,,b,19:08:42,0
1985-07-04,1683,,b,17:14:41,0
1977-11-20,2172,,b,01:09:36,0
1973-11-22,8073,8,b,06:57:12,0
1980-08-18,363,,c,18:17:04,1
2013-12-21,5100,3,a,21:42:04,0
2006-03-21,5275,,c,11:50:47,0
1978-03-26,6601,4,a,23:55:18,1
1979-12-26,3451,,b,02:17:21,0
1974-01-22,1759,,b,06:37:34,0
1984-10-16,9251,,b,17:44:32,0
2007-10-24,2095,7,c,04:26:56,0
1991-03-08,2905,,c,03:11:35,0
1982-11-30,9954,4,a,08:19:05,0
1974-07-16,2922,9,a,11:59:38,0
1973-01-27,7345,4,c,04:49:09,0
2005-09-16,3851,,a,22:00:32,0
2015-03-01,5313,,b,09:06:36,0
2009-02-28,1388,,b,18:15:57,0
2017-06-06,5300,9,b,08:59:59,0
1985-03-26,1286,,c,13:41:19,0
2011-07-24,7132,,b,09:10:41,0
2005-03-01,2699,,c,01:29:29,0
1990-01-04,396,,b,15:21:26,0
2016-08-18,4193,,a,08:38:55,0
1999-12-05,3035,,a,05:00:26,0
1971-09-10,322,8,b,05:59:21,0
1988-11-04,2269,2,c,05:35:35,0
1995-03-30,4204,,a,16:53:51,0
2013-02-06,8137,8,c,04:02:33,0
1984-01-12,3392,4,b,09:25:56,0
1992-03-19,118,8,b,21:41:34,1
2001-08-13,2282,,c,13:34:25,0
1989-04-29,46,4,b,11:05:34,0
2004-08-07,9534,,b,00:48:20,0
1992-09-09,4315,,a,21:22:51,1
1973-09-02,1241,,a,15:53:58,0
2010-05-24,314,0,c,18:27:12,0
2006-03-04,2688,2,a,11:09:33,0
1972-03-13,1438,8,a,22:10:41,0
2018-10-24,4672,1,b,18:44:04,0
1977-09-14,5779,,a,15:22:15,0
1986-10-20,1019,2,c,19:45:31,0
1977-11-28,7335,8,a,04:33:31,1
2003-07-03,6464,,a,11:45:06,1
1998-01-27,6400,,a,17:37:37,0
1998-01-14,1942,,c,00:13:16,0
1971-01-14,1530,,b,23:40:40,0
1980-02-15,4510,7,c,07:59:25,0
2009-05-12,4513,,b,15:05:27,0
2000-10-15,8929,0,c,23:19:52,0
1985-06-17,4110,4,c,19:06:08,0
2010-08-09,3157,2,a,23:42:56,0
1999-07-09,1652,0,c,21:33:03,0
2012-01-29,6399,,b,11:27:51,1
1974-01-07,6486,,b,23:31:51,0
1986-07-23,9840,5,a,04:40:30,1
1988-02-09,7374,0,c,09:08:03,0
1989-05-05,169,6,c,06:35:31,1
2010-07-10,8535,,b,07:49:47,0
1975-05-01,5901,4,c,17:05:31,0
2011-05-03,3833,,a,20:12:52,1
2003-04-08,8255,,b,08:58:31,0
2014-01-09,5499,,a,23:41:53,0
2001-06-28,9899,5,c,03:21:59,0
1977-05-06,7428,,b,13:37:27,0
1990-05-11,4211,8,b,05:18:05,0
2014-10-16,8077,,c,10:13:12,0
2000-09-20,9815,0,b,09:31:35,0
1988-12-07,2706,1,c,02:25:42,0
2007-07-07,3250,,a,16:43:45,0
1971-08-02,7966,7,a,02:11:13,0
1984-10-05,2489,,b,16:43:10,0
2019-05-17,1263,3,a,15:29:35,0
1976-09-26,3101,8,b,02:27:52,0
2001-07-31,9181,4,a,14:38:24,0
1984-01-25,3300,9,c,08:12:29,0
2009-07-22,1738,0,a,23:33:00,1
2004-09-29,4953,,b,23:57:05,0
2014-07-11,9071,,b,12:11:49,0
1997-04-15,6020,,a,09:18:13,0
1999-09-17,4783,,a,04:48:58,0
2011-09-21,4872,5,c,14:35:54,0
1987-02-19,4340,0,a,16:38:42,0
2011-05-17,8373,7,c,20:07:49,0
2018-10-24,5016,,c,06:03:19,0
1972-06-25,9482,0,a,03:59:41,0
2010-10-25,1487,,c,19:30:14,0
2015-02-27,7441,4,b,18:59:40,0
2003-05-24,4901,,a,14:15:57,0
1976-03-03,5727,,b,01:15:35,0
1982-05-28,6834,4,c,19:03:43,0
2009-09-01,2358,,b,20:14:40,0
1989-04-27,2969,,c,23:37:42,0
1991-07-24,6968,0,a,06:05:27,0
1993-11-25,923,9,a,06:45:30,1
1981-12-29,6079,0,c,01:25:16,0
1988-12-28,5607,5,a,04:23:22,0
1986-07-11,9075,,a,04:15:27,0
1990-04-21,2973,,a,19:11:43,0
1981-04-28,4953,0,b,10:06:01,0
2016-06-02,2152,,c,21:30:31,0
1972-04-26,9516,7,b,13:04:06,0
1977-08-07,7323,,b,21:35:38,0
1999-12-29,9362,,c,00:32:41,0
1983-02-14,9884,,c,16:44:42,0
1991-11-10,7247,,c,01:08:35,0
1998-06-22,9393,5,c,00:56:50,0
2019-04-24,2715,,a,05:18:47,0
1990-06-02,3838,0,b,01:15:03,0
1972-09-12,6530,8,c,06:19:45,0
1977-07-31,8504,,b,23:26:46,0
1977-09-13,4328,3,b,22:03:31,0
1980-03-27,8731,,b,05:53:29,0
2009-10-22,1043,,b,21:45:10,0
1996-09-07,888,5,c,20:35:50,0
1977-07-30,2462,,b,01:52:16,0
1989-12-28,9062,8,b,18:08:32,0
1999-07-30,8153,1,b,12:46:19,0
2000-04-09,7658,,c,00:58:47,0
2006-03-01,1246,,a,08:54:58,0
1977-05-22,1410,,b,21:34:07,0
2004-07-03,7909,9,c,05:05:48,0
1981-03-02,5959,,b,09:14:35,0
1987-11-15,5869,6,a,18:58:12,1
1983-12-21,9926,,b,09:11:40,0
1995-11-09,9896,7,b,05:12:54,0
1997-07-03,6138,3,a,16:00:14,0
1985-08-19,8597,,a,19:25:32,0
2004-03-15,7244,,a,07:35:49,0
1977-10-15,3865,4,a,12:53:03,0
1988-04-16,6919,,b,00:02:05,0
1974-02-27,6522,,c,09:37:17,0
1978-02-23,9830,,a,06:13:35,0
1983-01-22,6270,1,b,13:20:02,0
2000-08-07,3817,,c,19:02:44,0
1997-10-05,6948,,a,10:31:17,0
2003-10-21,2508,,b,12:36:02,0
2008-01-05,9880,6,a,21:54:38,0
1986-01-25,2358,5,a,14:01:31,1
1970-02-21,5970,6,b,05:01:51,0
1979-04-22,4846,,b,18:13:35,0
1997-02-18,7236,,b,19:14:30,0
1970-04-06,3644,4,b,21:44:47,0
2003-09-10,8334,,a,04:12:59,0
1997-06-14,5843,,a,06:25:51,0
2000-05-21,9140,7,b,12:50:00,0
1989-06-02,9126,7,b,11:30:10,0
1995-04-25,2526,1,a,20:03:50,1
1975-07-15,8547,0,c,14:53:03,0
2002-02-21,9934,5,c,10:34:09,0
1990-03-02,9178,5,a,03:07:46,1
2009-01-29,1255,0,c,04:18:17,0
1970-03-24,9918,,b,02:43:34,0
1990-03-05,1554,,c,18:05:00,0
2004-04-29,5480,,b,15:17:43,0
1988-11-26,8378,,c,23:18:09,0
1995-10-16,3630,,b,14:50:08,0
1995-07-28,7342,5,a,04:50:20,1
1996-01-19,1355,5,b,03:22:31,0
2015-06-22,3309,,b,02:08:44,0
1977-03-29,6777,1,b,07:10:42,0
1986-05-21,6786,2,b,16:30:53,0
2009-01-20,8309,7,b,01:36:53,0
1977-12-26,8034,,a,11:01:51,0
1976-09-21,1399,,a,01:08:58,0
1992-03-12,3727,7,b,01:51:26,0
2014-10-18,9730,9,c,02:30:20,0
1979-06-30,8982,4,b,23:24:54,0
1998-10-22,3201,,b,00:36:35,0
1994-12-01,3364,8,c,22:59:41,0
2004-10-29,8498,,a,04:41:10,0
2004-09-01,2508,,a,05:56:17,0
2014-06-03,6251,6,a,04:11:10,0
1986-06-11,7675,,c,13:06:31,0
2017-11-30,2978,5,a,21:56:52,0
2001-07-07,5648,,c,13:42:32,0
1981-07-30,9249,,b,06:20:44,0
1991-10-14,7285,3,a,13:54:35,1
2009-04-27,3300,,b,21:08:50,0
1979-05-25,5714,,c,10:43:33,0
1982-10-24,315,,a,07:06:43,1
1987-11-17,3286,,b,02:06:02,0
1981-09-02,6310,,c,14:01:01,0
1981-04-24,9800,4,c,16:52:33,0
1970-04-09,2039,,a,17:24:51,0
2016-02-01,6417,3,a,16:26:15,0
1974-10-29,344,,a,21:11:02,1
2006-11-10,8581,,b,17:36:24,0
1989-06-20,6933,,b,10:47:06,0
2000-04-26,8689,7,b,06:36:17,0
1983-12-04,5624,,b,11:06:10,0
1986-06-10,1943,,c,15:32:23,0
1998-09-27,1873,,b,21:09:02,0
2014-10-25,101,,c,20:10:30,0
1984-12-15,8482,7,c,12:58:00,0
2000-10-18,7245,9,c,01:51:29,0
2003-01-12,177,,c,19:02:04,0
2009-03-15,854,,b,20:36:32,1
1994-04-03,9573,,c,18:09:21,0
2000-03-08,1937,,c,10:13:13,0
2003-06-15,8491,,c,16:32:17,0
1977-10-17,1979,8,c,10:49:53,0
1996-03-24,3050,,a,03:17:25,0
1982-06-02,8152,,b,03:09:55,0
2003-04-08,9397,4,c,04:59:19,0
1996-07-04,717,4,b,16:20:09,0
1990-03-14,775,7,a,21:51:05,1
1990-08-25,9812,7,a,23:21:16,0
2008-05-09,221,,a,22:18:16,1
1991-05-28,8234,,c,13:30:51,0
2004-12-02,2927,5,c,12:33:41,0
1991-11-10,2276,3,c,10:12:15,0
1996-03-04,6411,,c,11:06:17,0
1970-03-28,2304,,c,05:36:45,0
1996-02-10,2747,,b,10:52:45,0
1972-07-29,1245,,b,21:16:07,0
2007-05-26,5794,,b,09:42:32,0
2015-02-16,1673,,b,23:51:41,0
1982-11-27,1610,8,c,10:53:57,0
1970-10-09,7766,,c,01:14:05,0
1988-03-31,2293,7,b,20:08:18,0
1970-10-01,2065,2,b,19:03:21,0
1986-06-10,5460,,c,21:28:40,0
2016-07-26,5449,,c,21:05:30,0
1981-06-04,1860,,a,00:48:13,0
2017-04-26,191,4,c,03:45:41,0
2016-04-18,9547,,b,21:46:24,0
2001-02-11,5236,,b,18:42:13,0
1979-12-13,2483,,c,19:12:48,0
2016-01-10,8177,,a,02:40:40,0
1973-08-26,7432,9,b,03:11:39,0
2005-11-25,4973,,b,17:35:28,0
1978-11-28,7150,1,a,08:49:14,1
1971-08-28,2074,,c,20:18:43,0
1974-07-05,5477,0,c,10:46:08,0
2005-06-19,2085,9,a,19:05:33,0
1972-12-23,968,,b,21:10:29,0
2007-10-21,5424,0,b,16:53:05,0
2004-12-08,8934,3,a,00:53:31,0
1994-12-17,7589,8,b,00:11:34,0
2016-01-24,1306,1,b,19:32:46,0
1993-08-10,2430,,c,08:09:25,0
1985-02-04,4139,,b,17:07:44,0
1993-11-14,3937,,c,11:37:58,0
1980-05-29,9370,7,a,18:40:32,0
1990-05-08,2459,3,b,21:50:58,0
1972-04-02,9074,4,c,11:07:36,0
2007-06-04,5817,7,b,10:03:50,0
1983-06-08,8544,3,b,18:53:38,0
2013-04-10,5060,2,a,22:11:03,1
1971-02-20,3891,4,a,14:43:54,1
1971-03-14,1122,6,b,22:41:49,0
1970-07-20,7175,,c,22:38:14,0
2016-03-12,3517,0,a,02:28:31,0
2014-08-03,5490,,b,17:41:54,0
1991-07-12,4117,,c,12:11:52,0
1999-09-15,5758,,b,03:43:51,0
2019-03-09,8888,,a,02:17:01,0
2005-09-12,1756,,b,05:34:48,0
2004-06-15,244,5,b,20:23:32,1
2011-11-07,80,,c,08:04:58,0
2002-07-27,1413,,b,17:22:33,0
2009-10-24,7182,,c,07:29:44,0
2004-02-16,6241,0,b,15:15:14,0
1981-03-03,549,7,c,21:02:46,1
1982-05-05,6002,,c,23:44:16,0
1971-02-27,5266,4,b,18:38:31,0
1982-08-16,6128,,a,04:11:36,0
2003-04-21,9226,,c,22:08:23,0
1983-08-03,7855,8,c,04:47:00,0
1982-12-12,4504,8,b,04:38:22,0
1997-08-22,3838,,a,21:15:12,0
1997-05-15,3522,,a,10:22:25,0
2006-01-17,5573,7,c,19:20:53,0
1980-11-08,8795,,c,05:49:45,0
2001-08-27,5179,,c,07:35:17,0
1999-01-27,6700,,a,18:29:09,0
2016-08-31,9949,6,c,08:11:07,0
1972-05-11,9749,,b,00:57:41,0
1976-07-21,3912,9,a,14:17:28,0
2001-03-19,7862,9,a,17:30:14,1
1978-03-30,7240,,c,23:35:08,0
1972-01-19,5582,8,a,08:04:03,0
1980-05-30,9920,3,a,04:19:50,0
1971-05-14,4874,,b,12:41:57,0
1987-05-28,9636,,c,10:21:47,0
2006-03-31,4195,,c,08:40:16,0
1998-09-15,8147,9,c,09:27:52,0
2001-07-13,4971,,a,06:03:46,0
2001-08-12,2468,,b,06:24:29,0
1994-06-25,134,8,b,22:11:16,0
1982-10-17,8575,1,a,09:46:09,1
1981-10-13,210,,a,03:28:15,1
1991-07-12,5332,,a,23:18:00,1
2011-07-03,8140,2,c,03:39:58,0
1994-08-11,2423,1,b,21:41:01,0
2004-02-16,6616,,b,20:25:59,0
1999-05-22,9537,8,b,01:56:57,0
2000-05-09,5822,4,a,06:47:33,0
1970-04-28,1901,6,b,02:19:17,0
1978-04-11,1190,7,c,22:05:34,0
1973-06-03,1367,2,a,22:40:50,1
1971-05-17,4462,3,a,20:12:31,0
1992-10-15,6950,,a,21:55:48,0
1978-06-13,2015,,a,06:02:09,1
1998-03-04,8102,,b,07:26:56,0
1992-03-13,6589,0,c,16:05:28,0
1976-03-01,2971,0,c,07:26:06,0
1987-09-07,8093,,c,12:28:43,0
2018-03-19,6054,3,b,09:47:07,0
1977-05-27,3702,4,b,05:14:55,0
2008-12-21,4277,,c,07:02:33,0
1975-09-24,7142,8,a,11:13:36,0
2000-11-13,9731,,c,16:39:53,0
1978-11-22,5283,7,b,13:14:35,0
1978-07-18,6677,0,b,16:22:11,0
2005-04-24,9456,,a,21:16:55,0
1999-01-17,1995,1,a,21:31:27,1
1971-11-24,5619,,c,21:09:31,0
2007-07-19,5707,,b,12:31:39,0
1993-08-07,5708,8,b,14:23:56,0
1978-10-14,1843,,c,23:58:58,0
1989-04-25,2467,1,a,10:32:14,0
2010-11-10,3145,,c,08:40:54,0
2001-01-02,2489,8,b,14:52:49,0
1981-05-30,4741,,b,02:08:14,0
1995-05-29,7171,,b,17:11:11,0
1980-08-08,5273,8,c,16:35:44,0
2017-01-20,4940,3,a,01:24:17,0
2014-04-09,6587,8,b,17:18:26,0
1989-10-08,4897,2,b,09:11:31,0
1975-11-03,548,,b,11:50:36,1
1978-06-08,3910,,c,12:06:58,0
1982-12-16,8284,0,b,02:00:07,0
1991-10-30,9749,9,c,10:39:43,0
2007-12-25,8090,,a,14:36:02,1
1991-10-04,8218,,a,08:19:56,0
2011-10-12,5043,,c,12:59:11,0
2000-04-03,9976,,a,07:54:48,1
2015-11-17,8871,9,b,11:56:23,0
1992-04-20,8240,6,c,14:11:44,0
2013-05-05,9203,0,a,04:16:09,0
1977-02-10,7330,,b,07:02:50,0
1983-11-06,8661,,a,10:55:12,1
1987-09-04,9005,,c,10:13:53,0
1972-04-26,8124,,a,05:51:25,1
1973-08-30,9644,6,a,19:21:56,0
2017-10-01,6240,6,a,11:29:29,0
2014-06-29,904,,a,18:00:15,1
1980-09-29,2882,,a,14:07:54,0
2002-04-30,7232,,c,11:31:30,0
2002-06-17,5789,5,a,05:26:28,0
1980-12-18,3181,2,b,23:39:16,0
1994-08-22,499,,c,12:19:04,0
1991-04-26,738,,b,05:38:00,0
1979-08-14,1698,2,b,11:39:59,0
1984-03-04,5098,,c,08:26:20,0
1982-12-29,1028,9,b,03:35:41,0
2006-01-12,7318,,a,09:06:50,0
1970-07-20,1016,,a,08:28:38,0
2011-09-04,5535,5,a,03:22:01,1
2018-03-26,143,,a,14:00:44,1
1975-07-06,1435,,c,09:16:59,0
1987-05-11,5259,,c,05:03:56,0
1994-12-29,6401,3,a,17:14:27,0
1970-06-24,3403,6,c,07:11:09,0
2007-03-08,5675,,c,13:38:03,0
2010-04-04,6322,7,b,12:51:04,0
1999-10-31,122,,a,05:14:01,1
2003-12-25,282,1,b,13:57:10,0
2006-04-21,2742,2,c,01:29:22,0
2007-02-22,3086,,b,03:15:40,0
1993-03-24,8472,4,b,07:47:12,0
2006-08-05,2031,1,a,03:11:32,1
2019-02-15,4334,,b,08:13:39,0
2001-04-16,7154,,a,23:18:12,1
2012-08-04,1424,9,b,01:17:57,0
1971-11-30,6125,4,b,11:51:10,0
1994-11-07,3188,1,b,23:21:10,0
1999-03-17,7833,8,a,15:24:11,0
1984-01-30,1530,1,b,06:50:05,0
1998-07-19,9491,3,c,06:24:34,0
1997-03-08,5976,5,b,07:17:54,0
2004-04-23,6832,5,b,22:33:51,0
1992-07-16,9912,,c,07:22:23,0
1978-11-16,6672,0,c,07:15:36,0
2013-04-05,4914,,b,02:12:19,0
2018-09-29,5560,0,a,12:01:50,0
1992-11-07,6228,9,c,08:03:31,0
2002-09-05,1239,,c,12:31:33,0
2003-10-06,1990,3,b,00:34:30,0
1984-08-14,8849,2,c,22:55:48,0
2005-11-10,5740,7,b,02:26:27,0
2009-11-08,891,7,a,06:38:27,1
1988-09-12,2862,7,c,16:49:19,0
1987-12-10,4205,,b,20:59:26,0
1978-06-04,7083,,c,00:30:16,0
2014-08-26,7058,2,c,09:29:18,0
1995-12-15,2475,,c,01:03:16,0
1993-10-11,2110,,b,14:20:01,0
1984-02-21,8756,7,b,11:04:31,0
